feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
-0.022677373344947307,-0.6897773106527145,1.118236082602968,-2.023052982066647,-0.6275832428456657,0.3019038223314603,-0.20239188991974422,-1.3953017478719432,-0.7670336395389874,-2.4787257318486637,-1.2717890509568361,0.07821870818340194,0
-0.1966459009372858,0.11422825536211606,0.9111201841479014,-0.7716709886770342,-0.5338874063774294,1.0380959991555339,2.4028812503345094,0.9676492596098216,0.8004332194952366,2.363730535451333,2.3577543097067615,2.2702988075010513,1
-0.8011706991949303,1.6887936830792714,0.6207129760652741,0.162913947085843,-0.3736159455561616,-1.6285071580374706,-1.4410786438214154,1.494453495064906,0.4546304240513455,-0.9978951432624429,1.3587768892294805,-0.31116651725118394,0
-0.8694131480662107,0.1566998257829768,-1.0769412109985446,1.033382444701843,1.2095972172618914,-0.5097395572488862,-0.9146543295530077,0.3069026172369279,-0.2169885395528527,-0.2962331858432219,-0.581617570204827,2.3791262334377117,0
-0.6324980678348252,0.0226978322144549,0.3843136129788845,-1.2475792668229277,-1.5304914113913761,-0.42146798438705413,-0.8894713631246985,0.07533956590181745,1.3192493137996573,-1.383318784005248,-0.77023430012871,-1.6976440066464187,0
-0.05133948053948458,-0.023871058513702234,-0.3229653839665484,1.2103142745439404,-0.7040526072039166,-0.024329831209066802,-0.08273422950820764,1.9036809321236479,0.5040441384507601,1.4620971762400177,-0.11264009243650419,-0.09925419935806207,1
-0.09312136106255757,-1.2231304713286946,0.43277710003961456,-0.014566288351173467,-1.9553711016455577,1.2173240371104226,1.1261545447185644,-1.4083492623756029,0.23248355296755024,-0.18269130387248717,-0.909408213990952,0.8567109402422346,1
-0.16697132489866895,-0.13746490690906132,-0.5826589446966758,-0.8009671341665209,-1.1691419882807468,0.0710755689942244,-0.01657852708574259,0.38297647276070523,0.7105067593763941,-0.07126601197152505,-0.23192547488689907,1.1534746625298893,1
-0.8042867755088059,-0.30715083279981154,-0.3763004848903692,1.6344931390405542,-0.36012148148237066,-0.13059388635220553,-0.6672337748569628,-0.14728669098566624,-0.038707864492622965,0.6710315577170254,-1.0892987110602355,-0.6902247271391347,0
-1.2565559931393164,-0.8237612281240357,-1.7885762862333177,0.048895369156765206,-0.5680295303919789,0.6934177420995414,0.4831363586858398,0.9293381687269133,-0.8497453748651979,0.08570918448207174,-0.8619652426042861,-0.38202692826295354,1
-0.27643946649275847,-0.21092368826069452,0.10681820548786755,-0.1420801578151875,1.011225590296392,-0.34970915150179926,-1.0244202323197722,-0.7480178132422706,-0.41605947051968895,-0.86131297674163,-1.2611509489902524,-0.08185932088877436,0
-0.06316743971248522,2.7759395219285024,0.4636754265495839,-2.1062903051679824,-0.9494833715624299,-2.608415318282602,-2.21975367043819,-1.757671552216435,-1.2886975899732347,0.4771832844072582,2.368508636748317,-0.8303886995470644,0
0.33524310354297376,0.04062506510041743,-0.28160590448124395,1.7884523717357195,-0.31212982438606146,-0.45648986733516866,-0.943386859870947,-0.34620548560553716,0.5494320202848093,-0.6415848519607749,-0.7908062510880584,-0.5494225491985978,0
-0.027217258196745052,0.551642974433795,-0.07390718395133616,-0.7094205111408111,-0.7809024885373784,-0.42726125944410087,-0.2427620675393387,-0.4997466304125354,1.8784386998973948,0.7327983192871039,0.6504276260534694,1.2490664094035973,1
1.1357599342151978,0.6674823624091137,0.5848045529410603,-1.6544055031990228,1.5358020932061662,-0.6194244244893958,-0.5168127634081028,0.14416932623771397,0.6033990594900015,0.7692088652753916,0.5848594941743737,-0.5265586282705949,0
0.8759517319996196,-0.24375733170499753,1.1377790161388486,1.2471830712820469,0.7909099664683749,0.23976652892320377,0.21826065769942327,-2.1609496307799345,0.2950352869687343,-0.6067961572170197,-0.1868273647488672,-0.29383334500605135,0
0.07930534910629891,-2.0281683153919134,1.9563438621782194,-0.2644038401044714,-0.37866175746629094,1.9737999500305086,1.7699411735095625,-0.7037345823886659,-0.023820657706329403,-0.7632686165428637,-1.5962473720114358,-1.3083088461367907,1
0.4952542380605969,0.003484668692209155,1.014406830729527,0.015627961263031193,0.20357134760611464,-0.4914317307191831,-1.0657693142706153,-0.131034452264069,0.8974681727825119,0.10687629967098727,-0.9603132906435163,1.5073199843940879,0
1.4397658006648308,-3.214582636645198,-0.6221712601657133,-0.08594372831749293,1.3256773650258553,2.754126957375224,1.990282898014263,0.27453255327422044,0.5598015281081667,1.125517416781955,-3.268579599204403,0.16725164582000665,1
-1.0390287817034498,-3.2052400615103696,-0.3773183333509668,-1.4691353548116917,0.31128537059439854,2.927432085347062,2.3793073996755654,-0.378744957213437,-1.181972593491752,0.8897468121496706,-2.9013000255558934,2.113185415198614,1
1.7099282023766813,-0.3408685040411349,2.31701440109818,-0.6136539135240491,0.3519611918659279,0.6512203379555294,0.9931703172615718,-0.7004507568136772,1.1620185649837518,-2.06325418358565,0.36217526260051425,2.3975997509697358,1
-1.7110553986917858,-2.2535034303931756,-0.5189428190841003,-0.004433015721965406,-0.9460845305379902,2.2169380349328685,2.0185066273980348,0.3745594066545389,1.0932225837373317,2.0144995038796245,-1.7265443295332146,1.2357832923274046,1
2.5586837757765726,-0.3280528703982634,-0.2501904170546126,0.6375584873651902,-1.29341354441265,0.613438562658918,0.9268734876945581,-0.7932666226312827,1.1172623242723843,-0.09713277348814134,0.3223177721528352,-1.7762740863056745,1
0.20569165992519808,0.3928419554823369,-0.017564934673587818,-1.0265127491765007,-0.7030813563159145,-0.8125443878497476,-1.2796757628409576,0.31610258613913683,-1.2390030897714557,0.8920067594151561,-0.5398022064505901,2.0971810775062187,0
-0.5566360579275158,0.6651880072450024,0.14848406643552772,-0.12339379923677175,-2.1818707819313805,-0.621394267865653,-0.5239620676852743,0.22007835413469762,0.2681631051078525,1.2648687886172612,0.5747605219787584,2.009901085616414,0
-0.46784763777553184,-0.13724412070204156,2.0313017196714713,0.9479192975323288,-0.06439127845951455,-0.4165282148486917,-1.0780807229060752,0.41147881731903496,-0.9910983472997617,-0.4815840196817721,-1.1935218409779729,-0.23728339366151022,0
-0.2805072998310286,1.0410388430895985,0.6971560746516304,-0.9614332817207395,-0.4575009633575119,-0.979185603627553,-0.8345735006029795,0.7696185582912322,-0.2421646236441655,0.4429084127465181,0.8863250745649657,-0.3705243415528658,1
1.4229501151400443,-1.8977225397655153,-0.005622047927465938,0.5212647738394124,-0.5855597043986173,1.708561601566231,1.3549729478600643,0.17622558776432243,-1.0366149828349327,-1.6034501360031777,-1.7664694995588137,2.0471359273827736,1
1.089614920700834,-2.7854640571665055,1.114240120637484,0.5962948905389722,0.30141409627411025,2.214215300090554,1.3494945992495566,-2.1926477986083412,-0.4415937784692313,-1.354499692283477,-3.172175276914991,0.6723873323138607,1
-0.5782401171431928,0.36301275126594795,0.7363829677365681,0.2778460038032046,-0.13587939524637743,0.74460687707795,2.073903730157128,-1.03790741419078,0.9100481494813601,-0.8951967816474031,2.452181074176235,1.0381451997195328,1
-1.0823361755394123,-0.8589738714910662,1.711613143002119,-1.1564591510991102,1.0668946022156376,0.8305601262794361,0.7378773929302129,1.5892061118420036,-1.2102728803600633,0.24344588614852528,-0.6866771646294795,-0.08884077105710876,1
-0.7939511654949415,-0.9846673512040629,1.2370602963505948,-1.2356331920948458,0.6510862334729173,0.9709223747432782,0.8868464321574782,1.608380196095151,0.6394868585019639,-0.34936552804237014,-0.7500078606258026,1.1623582056914545,1
-0.04821705065643047,0.120918174897871,1.207760864769042,-1.312849026771189,-0.40884696712996427,0.010750147775484708,0.174132086870756,0.9160870648520123,-1.498957833500354,0.2272328810815836,0.34859360804923056,0.9899385329608851,1
0.28131049741235936,0.40559429615059134,1.0615378188593223,1.9385689823047643,1.4460896636073606,0.13087229150677387,0.790548724572762,-0.36591188534460845,-1.6158767546125183,-0.46740858604547,1.3563790948123333,1.2268587622656795,1
